,company,title,location,seniority,category,salary,salary_period
1005,PERSONNEL LINK JOBHUB PTE. LTD.,IT Executive (Application Developer and Business Analysis),Central,Manager,Environment / Health  ,"$3,800to$4,000",Monthly
1006,IHS MARKIT ASIA PTE. LTD.,"Senior Associate, Research and Analysis (Korean Speaking)",Central,Professional,Manufacturing,"$50,000to$80,000",Monthly
1007,SMITECH ENGINEERING PTE LTD,Accountant,Central,Professional,Manufacturing,"$3,500to$4,500",Monthly
1008,DIS MANPOWER PTE. LTD.,ADMIN EXECUTIVE,North,Professional,Engineering,"$2,200to$3,500",Monthly
1009,SEARCH PERSONNEL PRIVATE LIMITED,Project Engineer / Manager (Engineering),North,Professional,Engineering,"$4,500to$8,000",Monthly
1010,APAR TECHNOLOGIES PTE. LTD.,Technical Writer,Central,Fresh/entry level ...,Information Technology,"$5,000to$7,500",Monthly
1011,HR-PRO RECRUITMENT SERVICES PTE. LTD.,Supply Network Assistant,Central,Fresh/entry level ...,Information Technology,"$2,300to$2,600",Monthly
1012,ALEXANDER MANN BPO SOLUTIONS (SINGAPORE) PTE. LTD.,"AVP / VP, L3 Mainframe System Engineer, Chief Technology Office",Islandwide,Executive,Information Technology,"$9,000to$18,000",Monthly
1013,TECS FIRE & SAFETY TRAINING PTE. LTD.,Purchasing & Admin Assistant,Islandwide,Executive,Information Technology,"$1,500to$1,800",Monthly
1014,STRIPE PAYMENTS SINGAPORE PTE. LTD.,Immigration Paralegal APAC,Central,Manager,Information Technology,"$90,000to$120,000",Annually
1015,MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,Systems Analyst (Geospatial / Digital Services / Web Development),Central,Manager,Information Technology,Salary undisclosed,
1016,LEADING ENERGY PTE. LTD.,INSTRUMENTATION DESIGNER,Islandwide,Professional,Information Technology,"$6,000to$8,000",Monthly
1017,PERX TECHNOLOGIES PTE. LTD.,"Director, HR and Talent Management",Islandwide,Professional,Information Technology,Salary undisclosed,
1018,CERTIS CISCO AVIATION SECURITY PTE. LTD.,Assistant Network Engineer,Central,Manager ...,Information Technology,"$2,500to$3,500",Monthly
1019,DISCOVERY NETWORKS ASIA-PACIFIC PTE. LTD.,"Assistant Manager, Marketing",Central,Manager ...,Information Technology,"$55,000to$60,000",Annually
1020,TIONG WOON CRANE & TRANSPORT (PTE) LTD,Accounts Executive,Central,Manager ...,Information Technology,"$2,000to$4,000",Monthly
1021,LEADING ENERGY PTE. LTD.,Electrical Designer,Central,Manager ...,Information Technology,"$5,500to$7,500",Monthly
1022,BEING KIDS PTE. LTD.,Human Resources and Administrative Manager (Full Time),Islandwide,Junior Executive,Information Technology,"$3,600to$3,800",Monthly
1023,CHARTERHOUSE PTE. LTD.,Senior Software Developer,Islandwide,Junior Executive,Information Technology,"$5,500to$8,000",Monthly
1024,ALLEGIS GLOBAL SOLUTIONS (SINGAPORE) PTE. LTD.,"Ops assistant, Cheque team (1 year contract, Changi)",South,Manager,Logistics / Supply Chain ...,"$1,600to$1,800",Monthly
1025,VCARGO CLOUD PTE. LTD.,Senior Tradenet Specialist,South,Manager,Logistics / Supply Chain ...,"$2,500to$3,000",Monthly
1026,UNILEVER ASIA PRIVATE LIMITED,Customer Service Asst. Manager - Unilever International China Seeding & Cross Border E-commerce,South,Senior Executive,Information Technology,"$4,800to$6,000",Monthly
1027,THE BLUE BARREL PTE. LTD.,Maintenance Planner(Rotating Equipment / Petrochem / Maintenance Processes / $7kpm),South,Senior Executive,Information Technology,"$5,000to$7,000",Monthly
1028,CHARTERHOUSE PTE. LTD.,Software Consultant,South,Professional ...,Accounting / Auditing / Taxation,"$5,500to$7,500",Monthly
1029,AA INTERNATIONAL CONSULTANCY PTE. LTD.,Marketing Assistant,South,Professional ...,Accounting / Auditing / Taxation,"$1,800to$2,500",Monthly
1030,PERX TECHNOLOGIES PTE. LTD.,Senior Solutions Architect,East,Senior Executive,Accounting / Auditing / Taxation ...,"$7,000to$10,000",Monthly
1031,AMLAB SERVICES PTE. LTD.,Assistant Chemist,East,Senior Executive,Accounting / Auditing / Taxation ...,"$2,000to$2,800",Monthly
1032,SODEXO SINGAPORE PTE. LTD.,Finance Operational Controller,Central,Non-executive,Admin / Secretarial ...,"$5,000to$7,000",Monthly
1033,TESCOM (SINGAPORE) SOFTWARE SYSTEMS TESTING PTE LTD.,IT AUDITOR,Central,Non-executive,Admin / Secretarial ...,"$4,000to$6,000",Monthly
1034,GIFT MANAGEMENT ASIA PTE. LTD.,Helpdesk Team Lead,Central,Executive,Education and Training ...,"$3,800to$4,500",Monthly
1035,NESTIA PTE. LTD.,Product Manager,Central,Executive,Education and Training ...,"$3,000to$5,000",Monthly
1036,NATIONAL UNIVERSITY OF SINGAPORE,Health Economics Research Fellow (Code: OR / HSSR / EF) - 005QL,East,Non-executive,Information Technology,"$58,560to$117,120",Annually
